iter	Logloss
273	0.4074794234
274	0.4074469874
275	0.4074187145
276	0.4073980648
277	0.4073731789
278	0.4073287363
279	0.407290818
280	0.4072582821
281	0.407221859
282	0.4071877684
283	0.4071528338
284	0.407122261
285	0.4070885691
286	0.4070607143
287	0.4070227355
288	0.406985137
289	0.4069547699
290	0.4069223671
291	0.4068954712
292	0.4068718785
293	0.4068319384
294	0.4067978119
295	0.4067513313
296	0.4067196185
297	0.4066834859
298	0.4066498474
299	0.4066173111
300	0.4065828483
301	0.4065516668
302	0.4065032873
303	0.4064769124
304	0.4064440468
305	0.4064167294
306	0.4063898142
307	0.4063650273
308	0.40634233
309	0.4063068627
310	0.4062755216
311	0.4062514974
312	0.4062213445
313	0.406194254
314	0.4061625075
315	0.4061284987
316	0.406098744
317	0.4060707023
318	0.4060193787
319	0.4060009463
320	0.4059809853
321	0.405951994
322	0.4059331132
323	0.4059038215
324	0.405864204
325	0.4058365472
326	0.405807984
327	0.405777389
328	0.4057482728
329	0.4057204517
330	0.405689914
331	0.4056501959
332	0.405621583
333	0.4055890478
334	0.4055602955
335	0.4055225741
336	0.4054890294
337	0.4054602931
338	0.4054295416
339	0.4053907642
340	0.4053397547
341	0.4053058259
342	0.4052480446
343	0.4052216812
344	0.4051909963
345	0.4051628468
346	0.405130705
347	0.4050898461
348	0.4050494491
349	0.4050319666
350	0.4050069451
351	0.4049553124
352	0.4049168247
353	0.4048853243
354	0.4048604224
355	0.4048398784
356	0.4048057826
357	0.4047741721
358	0.4047309
359	0.4047063288
360	0.4046730435
361	0.4046446643
362	0.4046230246
363	0.4045986048
364	0.4045646218
365	0.4045406382
366	0.4045091159
367	0.4044764272
368	0.4044578773
369	0.4044284903
370	0.4044097064
371	0.4043817308
372	0.4043497172
373	0.4043268871
374	0.4042998464
375	0.4042602728
376	0.4042170723
377	0.4042011053
378	0.4041854114
379	0.4041593364
380	0.4041293715
381	0.4040931619
382	0.4040615141
383	0.4040348094
384	0.4040020092
385	0.4039770689
386	0.4039516946
387	0.4039263429
388	0.4039024053
389	0.4038679975
390	0.4038386553
391	0.4038122508
392	0.4037962103
393	0.4037825712
394	0.4037622457
395	0.4037147258
396	0.4036795453
397	0.4036601897
398	0.4036272963
399	0.4036010145
400	0.4035805359
401	0.4035443007
402	0.4035164294
403	0.4034825814
404	0.4034544593
405	0.4034324
406	0.4034175136
407	0.4033820521
408	0.4033595443
409	0.4033154049
410	0.4032842724
411	0.4032617591
412	0.4032247773
413	0.4032025318
414	0.4031862982
415	0.4031497796
416	0.4031170453
417	0.4030903693
418	0.4030577142
419	0.403035081
420	0.4030086897
421	0.4029845964
422	0.4029433676
423	0.4029230049
424	0.4028821851
425	0.4028487388
426	0.40282296
427	0.4027963687
428	0.4027752114
429	0.40274786
430	0.4027095068
431	0.4026719596
432	0.4026495301
433	0.4026284329
434	0.4025905906
435	0.40256668
436	0.4025333274
437	0.4025051717
438	0.4024848507
439	0.4024599291
440	0.4024326704
441	0.4023989494
442	0.402357616
443	0.4023313019
444	0.4022955088
445	0.4022700316
446	0.4022449697
447	0.4022213661
448	0.4021795363
449	0.4021460125
450	0.4021208538
451	0.402101819
452	0.4020699385
453	0.4020498169
454	0.4020302226
455	0.401994582
456	0.4019733682
457	0.4019575579
458	0.4019299402
459	0.4018980913
460	0.4018693477
461	0.401841393
462	0.4018083816
463	0.4017860033
464	0.4017666132
465	0.401732004
466	0.4017103444
467	0.4016936256
468	0.4016662883
469	0.4016307593
470	0.4015939128
471	0.4015716667
472	0.4015436519
473	0.4015201371
474	0.4014941189
475	0.4014758929
476	0.4014435189
477	0.4014041894
478	0.4013721169
479	0.4013559105
480	0.4013365873
481	0.4013102253
482	0.4012919632
483	0.4012472777
484	0.4012100018
485	0.4011721931
486	0.401143484
487	0.4011066534
488	0.4010619005
489	0.4010392966
490	0.4010109942
491	0.4009787573
492	0.4009495431
493	0.40092647
494	0.4008960434
495	0.4008499752
496	0.4008266746
497	0.4007837854
498	0.4007423132
499	0.4007167866
